text,rating,account_age_days,verified_purchase,multiple_ips,label
Amazon is falling off my packages are not being delivered more an more. I don't know what's going on at that Staten Island location but they are truly messing up the customer service.,2.0,713,1,0,0
"First,  I'm going to say that I've been a Prime Member for almost 3 years now, and I've NEVER seen Amazon THIS horrible.  I adopt sick or injured animals,  and I have this amazing cat who has a fractured hip. I ordered 4 total items last week,  one item being a Adult cat hip and joint pain relief bottle.  Over the weekend,  I kept checking the ""package updates,"" like most of us do,  and everything was on schedule,  until Monday,  where it said that the hip and joint pain relief was ""Undeliverable."" (?????????!!!!!!!!!!!!!)Not sure what that even means.  Turns out, there was an amazon delivery driver that came to my house at almost 8 o'clock pm, on SUNDAY NIGHT.  I never recieved a call,  no knocking on the door,  doorbell,  package dropped off... NOTHING.  I just got off the phone with Amazon's so called ""customer service"" and spoke to a guy named Paul. After repeating myself so many times I got seriously pissed. Like,  it was bad... Then,  after I explained everything for the 63rd time,  I simply asked,  so what happened,  why was there a driver at my house but no knock,  no doorbell,  call,  nothing?  They've been to my house several times, no problem?  Okay, whatever.  He says,  sir,  I have no idea what happened or WHY they were even there. (BOOM!!! Mind... BLOWN!) I'm sorry? That's concerning.  But okay I want to hear more... (Keep in mind I'm now trying to find out if they have a ""undeliverable"" product,  why the HELL is someone at my house.... I mean right? Okay,  so then he says I'm sorry for everything,  I say okay cool,  so now what,  can you guys just send it back to me?  He says that he'll issue me a refund,  3 to five MORE business days,  THEN,  I.... (ME!!) Can then,  RE- ORDER the product.  Holy crap. I'm now ready to throw my phone.  After ALLLLLLLLLL that,  I'm okay,  sort of.  I'm raising my voice,  TELLING him that I don't have that time,  but he's horrible at talking to customers. Oh did I mention that every time I spoke,  even AFTER he asks me something,  he continuously interrupted me, saying,  ""Sir, sir, I'm TRYING to explain to you what happened."" Ohhhh, okay, you're trying to explain ""what happened"" but 'has no idea' why the driver was there with no product, or a undeliverable product. He says he'll check something.  Puts me on hold.  Okay fine..... I'm cussing like mad behind his back.  He didn't do this earlier?  Keep in mind,  this whole conversation was almost 35 minutes. (Gives you a time frame of me telling this 'as high of a position I could speak to at the time' guy sooo many times what happened and to just send it back to me,  him interrupting me,  and being put on hold SO FAR.)He comes back,  tells me that the driver said he was on the OPPOSITE SIDE OF MY ROAD. **Whoa!!! Wait, what?  Then where the f##k was he?? Holy God. Can't speak to anyone higher,  tell him how pissed off I am..  Then here's the kicker. Ready...........................?He then goes,  ""Sir, I understand you,  and since you want compensation,  I'll put an extra 10 bucks on your account,  in a gift card.""   You guys. This ass**** just insinuated that I was seeking compensation of 10 whole bucks.  My cat's medicine is 30 bucks.  Which,  I have to re-order myself AFTER I get the refund, then order,  then wait,  the whole process again.  Wow. I tell this guy that I don't care about his 10 dollar 'I'm sorry I suck at my job, please don't do nuthin else' bribe, but Jesus.... I just told him to just issue the refund and I'll be talking to someone tomorrow.  Am I wrong here?  Can't listen,  interrupts continuously, says you're looking for compensation, when you've never said that,  driver is across the street or something, (Which is nothing but country sticks anyway)  doesn't know why,  now YOU have to reorder yourself, do the whole WAIT process,  all for what?  Some guy that is disrespectful, unprofessional,  totally the wrong type of guy you want in customer service. Sorry Amazon, you guys failed humanity with this one.",1.0,1223,1,0,0
"I recently ordered a book from Amazon, and when I received it the cover page was torn. I was told that I needed to send the item back for a refund within 31 days, but unfortunately had a trip planned that would take me out of the country for quite a while.No workarounds give, no extensions given...nothing. I asked if that means ""I have to accept damaged goods because of Amazon's fault, and that I'm a sucker for having a trip scheduled for more than 31 days"". The customer service rep actually told me ""yes"". Pretty amazing, will not use again. Plenty of other ecommerce options to choose from...",1.0,1590,1,0,0
Terrible customer service and typical cooperate mentality of not giving two s***s about an individual customer.  Ordered a voucher where the code has already been used before to be told they can’t help.  Lesson learnt stay faithful to your local business,1.0,27,0,1,1
I've never experienced a company better then amazon. not even ebay back in the day when it was good,5.0,1017,1,0,0
"It's so gorgeous, so delicate, I love it. Thank you!",5.0,1183,1,0,0
"WOW read some of these reviews and quit honestly I cant understand why so low, Maybe its because I'm an Amazon prime member for 7 years now and the odd time I have had a problem its been sorted, customer service excellent and has always been delivered on time if not sooner, hassle free online shopping.",5.0,1061,1,0,0
"can't even place an order or log in anymore. they ask to authenticate with a One Time Password, then they never send it.",1.0,1130,1,0,0
"Not a bad word to say about amazon, fast deliver, packaged lovely, all items I've bought over the years have been exactly what I ordered, never any issues.In fact, a few months back my account was hacked and someone bought an echo dot and ps4 cards on my card, I found this the day after it happened to acted quickly. Called amazon and they refunded straight away! No problems or waiting time. The first guy I spoke to was pretty rude trying to basically blame me for giving out my password? 🙄 But the final result I got my money back anyway.",5.0,1707,0,0,0
"I have used Amazon to order things more than any other app. I am very disappointed on how when I order multiple things or even just one it does not make it to my door. The deliverers will mark my items as delivered but I won’t have them. Then, I do not ask for a refund I only ask that the item is replaced because if I order something I want it obviously but that’s all they do is refund you, as a company I would worry about where my products are ending up if it is not with the customer. If it was so important for us to pay for these items why can they just disappear without a trace if that is the case the items should be free. One order I had to wait 3 months and did not receive it after the long wait. This has happened to me multiple times where I have not received my packages, I think when this happens more than twice that customers should be more compensated because the inconvenience is not our fault. To top it off, the customer service representative lie to you, they do not help you at all they say anything to end the chat. Very unprofessional!",1.0,1492,1,0,0
I have had my prime acc and buying acc closed after having 2 deliveries stolen from my doorstep. Driver didn't follow my safe place instructions so nothing I could have done and totally not my fault. Got a police report as requested but made no difference. Had no refund for stolen items. Total of nearly £200 lost and treated like a criminal. Amazon even deleted an email telling me I'd be notified when the refund has been prossesed. Can't believe a company their size is treating honest and loyal customers like this. I've had no notification email or explanation at all. Just told I've misused the service when I try to log in. I am disgusted and left with no way of getting my money back or even get an reason for all this. I have never even returned a single item after years of buying. Someone stole my deliveries because they were not delivered correctly and that's enough to be blacklisted. Really Amazon. Totally ridiculous. Shame on you.,1.0,835,1,0,0
An absolute disgraceful sh*thole company. I've been charged 360.87 TWICE. Avoid these thieves. Can't believe what's going on here it's f***ing insane,1.0,165,1,0,0
"Amazon Customer Service totally inept. I logged in, and Amazon says I have the wrong password (which I know is right), so then they say they will send a code to my phone (which they DON'T), then I called Customer Service who walked me through MANY questions and told me all of my answers were not right, so she was locked out and to call back and try again. I'll just shop somewhere else, thanks.",1.0,20,0,0,1
"I've been an Amazon customer for many years, and have bought enough items to occasionally have a problem. In every single instance, Amazon has been fantastic about resolving things in my favor. I'm a fan for life.",5.0,1266,1,0,0
"Why is it I hardly ever get my deliveries from Amazon, they never or very rarely deliver to my correct address. They 99.9% never deliver to me, it’s always left somewhere else. A lot of times they leave my item and I never get it. These drivers need to be spoken to by management. It’s ridiculous they can’t follow simple instructions.",1.0,257,1,0,0
I bought a bimini top for my boat on the 1st of august put it together with picture instructions  used it two times  and one of the main top supports  whete the put a rivit in broke on the rivit hole  I contacted amazon last friday on the 16th  they said give the company two days to respond   Today i looked on amazon and found a answer on the 17th  they didnt even send it to me they sent it to amazon and amazon kept it didnt even bother to send it to me  While talking to customer support  he said that he would s4nd me a return shipping label and they would send it to the company  for the refund  Friday i asked for the name of the company and amazon refused to give it to me its an outside seller  itbwill probably take them over a week j7st to get the item back then another week  if at all get my money back   Ive spent lots and lots of money with amazon over the years  but have never been treated like this by them  In my opnion amazon has gone down hill  in customer satisfaction  and the quality of their junk has gotten worse  ill never order any thing fromm amazon again because of their poor proformance on this much needed top for my boat that i use just about every day I WOULD HIGHLY RECOMEND YOU STAY AWAY FROM AMAZON  THEY J7ST SELL CHINESE CRAP NOT WORTH THE MONEY,2.0,1085,1,0,0
I have been a Prime customer for over five years. Today I was expecting an item I ordered several days ago. Amazon said they delivered it. They did not. They expect me to wait ANOTHER DAY and then ask for a refund if I don't get it. Why do I have to suffer the inconvenience of waiting another day for a refund? I should receive a refund whether the item is delivered tomorrow or not. When does AMAZON pay for its mistakes instead of making their customers pay?,1.0,1940,1,0,0
"First time I have ordered, paid for and used Amazon.com. Purchased a descendants doll (hard to find in the uk) to arrive in time for daughters birthday. Got a message the day after the delivery was due to say it was going to be delayed. Next message to say they have refunded the money paid as they can not deliver the item. Sent an email to advise this was really poor service and was offered £10 credit and fast free shipping on next purchase. 1: do you think I wonder order again from you and 2: don’t think my daughter will take that as consolation for the gift she was expecting. Really disappointed and 1 star is a very generous rating.",1.0,277,1,0,0
"Amazon used to be my favorite place to shop. I used to brag about their wonderful customer service.  Items arrived on time, if not early, and they were what I had ordered. They were quality items and I could trust the reviews. Apparently, those days are over.  For the past six to eight months I've had one problem after another.  They advertise items as coming on a certain day, even the next morning, but they don't come. Packages get lost or they are delivered to someone else and almost never come on time. The products aren't as good as they used to be and it isn't surprising to get something other than what you order. The reviews are completely untrustworthy and I have to look at the bad reviews to even get an idea of whether the product is any good or not.  I do usually have good luck with returns and customer service; however, I am sick of having to go to UPS for returns or just keeping the garbage because I don't want to hassle with it. I am sick of expecting a product to come on a certain day and then having it come two days later or even get lost. I'm going to try some alternatives and hopefully will find better service elsewhere.  The most current problem I had was yesterday but this is not a one time problem.",1.0,1679,1,0,0
My package was supposed to be delivered on Sunday which has not arrived yet. I keep getting is excuses when I call. This is highly frustating and worst service i ever had with Amazon. Please do not use amazon services for delivery since their agent might steal the products order by customers like us and they customers have to call amazon and inquire about products.,1.0,27,0,1,1
"I use Amazon a LOT and always find what I'm looking for at great prices! I love the subscribe and save option too, use that a lot. Will keep shopping here for a long time",5.0,561,1,0,0
"I just went through identity theft, and I KNOW the person who stole my email and phone number have access to my amazon account. Amazon WILL NOT freeze my account or help me in any other way. This is unacceptable. They clearly don't care a lick for their customers.",1.0,1802,1,0,0
"Received a very nasty letter from Amazon a few days ago regarding my suspicious purchasing behavior. I was really shocked because normally Amazon is all about making the customer's shopping experience enjoyable. At any rate, instead of thanking me for all the tens of thousands of dollars of orders I put through their system (I'm a buyer for our company) they said I was abusing their Amazon prime membership.  Who knew!   At any rate,  Amazon gets almost everything else right - but every so often they do make mistakes. Here are a few I've experienced:  1)Nasty letters sent regarding policy violations (of which we have had none, but that doesn't prevent them from sending nastygrams).   2) Several times, they have posted items for sale which they did not have in stock.  They wont let other sellers do this, but Amazon does this a lot (items that will ship in 30 days or longer somtimes).   This seems rather sneaky.   3)  Items not arriving on time.  If you advertise 2 day business shipping, you should get it to a customer in 2 business days. Several times now my Prime purchases did not arrive on time   Really minor issues, and Amazon continues to be the gold standard for e-commerce. But, they are  worth a mention in case an Amazon exec is ever looking for ways to improve their service :)",4.0,243,1,0,0
"Complaint from 6 days ago, ignored. Asked for email today and given 2 emails… photos to prove and BOTH returned not for use! DISGUSTING SERVICE BY Amazon AND THEY DO NOT CARE. They refuse to do a complaint and only call it feedback, so not a complaint!Will be cancelling my Prime, especially after the rip-off adding adverts to Prime video, then this service!",1.0,892,1,0,0
Sweets in the City fantastic service best of all sweets were amazing 👍,5.0,1998,1,0,0
Do not try and get a job with them they promised my fiance 40 to 50 hours per week and they hired him and now he only gets 2 hours of work a day... At $15 per hour... Good luck,1.0,995,1,0,0
Been sent round in circles by customer service trying to get my money back for two items that they mixed up during a return. Still no sign of my £100. The customer service reps say to reply to an email. When I do reply to the emails they send another response saying to reply to the email it's infuriating. I'm thinking about closing my Amazon account.,1.0,11,0,1,1
"Indian customer service, do not outsource customer service ever.",1.0,293,1,0,0
"One star is too much in my opinion. Appalling customer service. Delivery guy turned up at my address with my parcel and just keeps repeating the word 'code' at me. I manage to figure out that because i'd purchased an expensive item that he needed a code to prove who I was. No code sent via text or email so he starts trying to explain how to find it on the Amazon app. I'm showing him multiple screen and invoices from the app which prove I made the purchase and also shows there is no code. He gets frustrated and leaves with my parcel. Called the customer service line for help and the call connects but theres no one there. Typical large call centre behaviour, probably got me on mute while they talk about their plans for the weekend! If someone from Amazon could reply to this as I'd like to make a complaint.",1.0,1537,1,0,0
"*DO NOT TRUST AMAZON*Everyone who has EVER purchased anything on Amazon check all of your bank statements very closely. Look for Prime that you have never subscribed to also for Amazon Music. When you place an order with a third party seller, they (Amazon) have a habit of ""accidentally"" signing you up to one of these subscription services and charging to ANY CARD that has been used to buy a product. Even if it is not in the name of the person who holds the Amazon account.Example! My 70 year old mother was being billed for Amazon music, she did not even know about this. It went on for months. Finally yesterday I got to the cause of it and Amazon has agreed to refund ALL 8 wrongfully claimed payments from a pensioner. That amounted to almost £80 STOLEN from a vulnerable person.They also agreed to refund the £9.99 STOLEN from my card. It only came to my attention when I used my mothers Amazon to order an item from a third party seller. When I checked my card. I had been charged £9.99 for Amazon music, as my mother's registered card was lost and had to be cancelled and replaced. So Amazon took the money without authorisation from my account. Just to add. I have now been charged £1 by amazon only a day after this scamming, thieving, fraudulent bunch of vultures ""apologised"" for stealing money. I therefore deleted both my card and my mother's card from amazon. I suggest EVERYONE does the same. If you buy anything on Amazon, DO NOT STORE YOUR CARD!!! Simply input it for each transaction. Your money is NOT SAFE!! Better than that NEVER USE AMAZON. We never will again!!Had this not happened, and I had not been charged my mother would never have known about this and Amazon would have continued pocketing her money. Along with their tax avoidance schemes. So be warned. This company openly admitted to me that the system sometimes ""accidentally"" subscribes when a purchase is made. The person who scripted Amazon's website must be a total amateur if this is what happens. So everyone get checking you statements, if you see one payment to AMAZON MUSIC or AMAZON PRIME, that you have not asked for, go to your bank (or call them) Order statements dating back to when you first started using Amazon. You may find more unauthorised charges. Also if you have elderly parents who use amazon help them check their account. Amazon do not pay tax correctly, why should they also get away with STEALING from vulnerable people.My mother's was almost £80, your refund could be more, It depends how long it has been ongoing. But every penny they have taken without permission will be refunded. And Amazon if you're reading this. ALL CARDS have now been removed from your scummy site and not one more order will be placed using Amazon. Sorry this is a long post but it needed explaining in case amazon are stealing from others. They certainly won't check their end, as long as they get their money coming in. So ensure you all check.I would love to have replies on here of anyone who checks their account and finds they have been unknowingly charged. I know for a fact amazon do it frequently, my bank told me this and even said they refund people OFTEN. So there is a good chance of you being owed and I would love to hear about your situation.Thanks for reading.",1.0,866,1,0,0
"Amazon is the worst website ever. They tricked me and took my money. I will never be purchasing off of amazon ever again, nor should you. The person that I talked to, kept repeating the same thing over and over again. Amazon had a faulty on their part on the website and charged me for their wrongs and when I asked for a refund they told me that I couldn’t. Amazon is in the wrong and they stole my money. Half of their quality items are trash.",1.0,302,1,0,0
"Amazon love supporting fraudulent sellers and denying buyers refunds even after Amazon ban said sellers. Amazon has become complete trash with all their counterfeit products and fraudulent sellers. Also, I still have thousands of issued refunds that have never been refunded. After 15+ years membership and 10's of thousands in purchases I cancelled my membership and have filed a lawsuit against Amazon for their fraudulent activities",1.0,1821,1,0,0
The customer service is awful. I have been an Amazon customer for 15 years and they could not even find my account. They could not resolve my problem as a result and the rep would not transfer me to a manager. What kind of customer service is this? I am thinking of taking my business somewhere else!!,1.0,1239,1,0,0
"I barely had any issues with this company, if the delivery was bad they would even give me money back and for the price you pay the service is always good.",4.0,1228,0,0,0
"They have delivered my products every time on schedule. Also, payment modes are flexible too. I like shopping here.",5.0,920,1,0,0
"Worst service, no mail revert in more than 2 months,and talked with customer care executive nishant, he is not knowing about how to handle customer,he's saying, mistake by our side, will not revert by mail team, not reverted for mail assistant who is handling mail team reagrding this,after that, Nishant is deny to give his full name & digital marketer head name, and also tha name of mail revert team head,because not in policy.I am purchasing the product through amazon, not direct seller or company brand,and after that, Mailed many times, but didn't get any revert from Amazon, because replace warranty is over, now their work is over, now customer is how's feeling, they are not responsible.Digital marketer team, & mail revert team all most samethey didn't send me any revert.Now last I called, and Nishant talk with me, He deny to give me his full name, he deny to give me details of mail revert team.I agree, he can't share,.But I want the reply, why I am unable to get the reply from revert team..worst service of amazon company,,,many times I faced worst service from amazon.Now Thanks you to Amazon.Now I will suggest to everyone not use ""AMAZON"" I will pay me own amount, and will ran campaign about your serviceand listen, am digital marketer, so you have no excuse to put in front of me, and dont try to convyence me,and this is the only Review, Tomorrow I will run the campaign with recording at Google, Facebook, Instagram, Linkedin & also Twitter.and I will pay myself to create the campaign.Thanks  Amazonthank you so much for your coporate support",1.0,341,0,0,0
The company will tell you one thing and to call back in so many days before they can assist. You call back and they change the story. They can't help you or don't know how they can help. Follow through is the most important part of customer service.  Looking for new company that is honest about stuff and follows through. No time for run around.,1.0,659,1,0,0
"Would give minus figures if allowed. I truly truly HATE this company. Absolutely everything about them! They are useless, I am amazed their staff get paid - they understand nothing. I would love to see them fold. Love it!!",1.0,1438,1,0,0
"Not had any problems when dealing with Amazon this year.  Had a problem a couple of years ago with a tv I bought, but Amazon were fantastic and monitored all the emails back and forward between the company I bought the tv from and I got my money back.  Have every confidence when buying through Amazon.",4.0,161,1,0,0
Very worst experience. Ordered jan 10th but still item not delivered yet. Cancelling now.,1.0,856,0,0,0
"Think twice before ordering from Amazon.  Amazon has been a very decent outlet to purchase items.  Recently, I've learned to take a look at items sold locally in the US.  I ordered a pair of professional nail clippers.  Not realizing it, I ordered them from overseas and learned that it would take over a month to get the order.  I looked around and found a cheaper pair in Florida and and had them within 5 days over a weekend, regular mail.  The worst is I ordered a card table.  Easy right.  It would take another month to get it, which was good timing for me.  It was shipped by UPS, Amazon put a hold on it and directed UPS to stop shipment.  When I called UPS, they said I had to contact Amazon at the their website address.  There was nothing else that I could do.  Went to contact Amazon and it was a BOT-computerized; no customer service, no help site.  I re-ordered the card table from Amazon because now I needed it and couldn't wait any longer.  After several days passed, my 2nd order for the card table was not even processed.  I decided to look around and found the exact table at Bed Bath and Beyond.  I ordered it online for the same price with a coupon and it was at my door in less than a week.  I cancelled my order at Amazon.  My business will decrease significantly at Amazon.  I don't like how you treat your employees and your service is no longer acceptable.",3.0,677,1,0,0
"I purchased a swing set from Amazon and also paid their service department to assemble. I assumed that since they did this on regular basis, this would be best. It was used installed approx. a year ago. It had been used occasionally but not often. Two days ago they swing collapsed on one side and injured a relative. We obviously were quite shocked to find that the only thing that had been holding swing set up was the small 1/2 bolt. THE INSTALLERS DID NOT PUT THE WASHERS ON THE TOP OF SWING WHICH IS WHAT  IS ONLY  THING THAT SUPPORTS ANY WEIGHT! I'm assuming perhaps washers weren't sent out with swing and they didn't want to have to return later to put in)  I can't believe anyone that incompetent is allowed to be sent out on service calls. When I contacted Amazon they were not the least bit interested in the fact that someone had done such a horrible & dangerous install...Very upset and will be alerting other consumer groups as to their inexcusable lack of responsibility or concern.",1.0,7,0,1,1
"Best service ever. But be careful! I signed up to Amazon prime and loved using the service, however, I didn't see myself using Prime as much as I did during the holiday season so I always expected to cancel it. But I got charged :(. They should send an email or notification in your account that you're about to get billed.",4.0,303,1,0,0
"They have historically had a great customer service team and great policies but seems they are starting to become stricter and tougher, focusing more on profits and less on customer experience.  Still has great delivery and easy to shop and many times get delivered the same day.",4.0,1508,1,0,0
"After the worst customer service experience I’ve ever had, I will be deleting my Amazon account which I’ve had since 2005. Find better ways to shop rather than Amazon.",1.0,23,0,1,1
So sick of Amazon a couple of weeks ago I ordered a umbrella for my little granddaughter got a message to say undeliverable as broke beyond repair contacted Amazon who put me onto seller who didn’t bother to get back to me but Amazon got me my refund so then ordered another umbrella from a different seller it was supposed to be delivered yesterday then got a message saying delivered handed to resident I was in all day n never took a parcel in there’s no photo showing who took it in n now have to wait another 2 days b4 I can contact a robot not a bloody human. I live on the 4th floor and sometimes they leave parcels downstairs on ground floor with people in n out who just help themselves I’ve repeatedly complained about this as well but they still do that on accassion just sick of it but will say some drivers are good ,1.0,715,1,0,0
"Customer service has always been wonderful and helpful but I have to give low rating due to the quality of the products. Amazon does not regulate the legitimacy of branded products, thus allowing fraudulent sellers to sell fraudulent products. This problem has become more rampant as time goes on, and Amazon doesn't seem to care at all. The only recourse when receiving a fraudulent product is to return the item within 30 days. This is a problem, because some items, you keep in storage until you're ready to use them. The other problem being that it wastes the customer's time, as you have to wait for shipping before finding out that the item you needed yesterday is a fake, and you don't have time to take a chance ordering it from another seller.",1.0,181,1,0,0
Review text not found,5.0,5,0,0,1
have a great experience when i shop on amazon. Always can find the products you want. Amazing!!!,5.0,305,1,0,0
"I always got a problem when i use Amazon, just for connect my account its impossible, and when i try to do something for avoid my problem with the Amazon ""solution"" i always go back on my feet with the same problem.",1.0,659,1,0,0
Review text not found,5.0,1468,1,0,0
"Love amazon and next day delivery is brilliant! If it’s not arriving on time they keep you in the loop, good customer service.",4.0,1411,1,0,0
"I have been a prime member for 10 years and I am not going to renew my membership. Packages are all running late lately. I received a lot of expired/used item one of which could not be returned. Customer service only ""assures"" you that they solved the problem after you spend 30 minutes on hold only to find out they did not do anything. I returned items, got refunded and was charged again for the item I returned because they did not receive it, and the list goes on...",1.0,916,1,0,0
I like amazon! Very quick delivery and good website! Easy and good recommendations,5.0,149,0,0,0
I've had 2 instances where I did not receive my items and customer service was great every time. Super easy and they refunded me immediately. I've had Amazon Prime for years and I can't imagine being without it.,5.0,1628,1,0,0
I've always had a noteworthy experience when dealing with Amazon. The company is very popular and there's a reason for that: they're dependable. Keep up the good work.,5.0,18,0,1,1
Review text not found,3.0,837,1,0,0
Always a pleasure to shop here. You can find good deals on lots of items.,5.0,672,1,0,0
"Wow I get to create an email specifically for Amazon because I canceled my account a while back and CANNOT use the same email to create another account. This is so awesome. Thanks, Amazon! ",1.0,968,1,0,0
"BUYER BEWARE!  I was given gift cards for Christmas to purchase a tablet. Instead of taking the cost from the card balance when I ordered, my credit card was charged. When I called, the rep told me they couldn’t reverse the charge BUT they would send me a new one using the gift card balance and to return the other. The new one WASN’T processed. Called again. Nothing they can do -I need to reorder and return the original.  I am done. I’ll use the balance on anything BUT a Fire tablet and then not order from them again. I’ll keep Amazon Prime because I have videos I’ve purchased from there but I will NOT use Amazon for anything else again.",1.0,298,1,0,0
"I knew it!!!! Everyone has completely lost their minds!!! Amazon Prime ROCKS!!! Mother Earth!!! Amazon has brought all of us a little piece of heaven to us earthlings. Amazon has given me a higher quality of life, and if there's ever a problem or issue with an order or return, basically anything that comes up, the customer service agents are always there to help resolve those problems. I love Amazon for the gift of better living, and unlimited supply of products brought to my doorstep. They do this all day/everyday!! They are very generous with their return policies and more. I had never seen such negative reviews before. I will say this to all of the anti-Amazon customer service feed backers, you wouldn't realize their sweet, helpful acts of customer service kindness, if it was wrapped in hundred dollar bills. Put a little love and appreciation for Amazon in your heart, and be a lover not an ass with them and hopefully you'll come to the light that shines so bright in my life because of Amazon Prime and every soul that works hard everyday to make our lives better and easier. I love you Amazon for bringing this experience to me in this world. Hugs!!!!",5.0,1886,1,0,0
"I have a delivery problem with Amazon and I have to call them every week and I am told that they fixed it and it will not happen again but it does. Customer service doesn't fix the problem. I have a gate on my driveway so we have a big deck box at the end of my driveway to leave my packages and fedex,usps,ups leave my packages but Amazon will not leave my packages if they have a new driver and it is in the directions for my account, so the driver calls and leaves a message that they can't leave packages. I call customer service at least once a week and they say they are sorry but the next week again I get a call from Amazon driver that they can't leave my packages. Amazon does not have a good customer service because they never fix the problem",1.0,1173,1,0,0
"Ordered heavy dog food. Amazon driver did not follow instructions to bring to my apartment and dumped at building front door. I had asked for him to bring to my apartment third floor. He understood, but did not comply. He then had the cheek to say on form, delivered to resident! Never happened. I am elderly and had to go down three flights of stairs and up carrying 24 tins of dog food. Customer service did not help. The man on the phone listened and then went silent on me and was most unhelpful.",1.0,22,0,1,1
"Amazon's customer service is terrible. There isn't good contact info, getting out of the automated system is hard, and what I find on my account on the computer isn't the same as what the reps see. My default address has changed twice when I had items shipped to other addresses while I did not change it. Orders are late, and reps are not helpful. I was hung up on twice and put on hold for an inordinate amount of time. Finding out any info about a time sensitive order is a nightmare. I've had several orders shipped by USPS that said there was an inadequate address while the address on the site is correct with detailed added info. The system needs improving badly.",1.0,232,1,0,0
"Usually spot on, but messed up a rather large order recently without refund, not happy.",2.0,337,1,0,0
I put five stars cause of call in for information....The real reason I am texting this is cause Amazon has hired new help lack of motivation on them and most of you have good reason to be annoyed with products and services with Amazon only good thing with Amazon is notification on deliveries and quality packaging,5.0,1175,1,0,0
"I thought Amazon was ok but I got ripped off by MARY JANE 24hour courier, on Amazon Market Place,  bought LONDON BLEACH products which were nearly twice as expensive as the  official website or Boots. I complained and got rude customer service remarks from ‘Mary Jane’ then Amazon won’t post my negative review! Don’t buy anything from Mary Jane, it’s very expensive and terrible customer service",1.0,485,1,0,0
"Nothing more frustrating than ordering particular items (and dollar value) to get same day shipping - and then NOT get same day shipping. Worse, is watching the delivery tracker - seeing the truck 2 stops away - and then - BOOM - tracker stops, and package not delivered. Driver simply stopped delivering - yet still 2 hours left in the delivery window. Same day instantly becomes next day - and not like next day morning - next day - who knows...???This is equivalent of bait and switch. I chose certain items because of the same day shipping. If it wasn't going to be same day, I would've selected other items at lesser cost.Delivery seems to be the weak link in the chain. Amazon should better audit delivery personnel and activity (especially on weekends when it seems drivers will take the liberty to knock off early...)",2.0,19,0,1,1
"Important Update for PRIME USERS... My recent experienceAmazon Support 1-858 (666)-(0943),Phone number for Accounts and Billings office is open Mon-Fri at Salinas CA.Problem with order purchase.!when I called them delivery he was very good on the call and started slowGood and professional behavior.product was delayed for a week.He himself asked me to escalate the issue and write the review.",1.0,16,0,0,1
I am a prime member and I have nothing but great experiences with Amazon. All my orders have come in time and has allowed me to get stuff delivered to my door with low prices. Would definitely recommend shopping with Amazon.,5.0,288,0,0,0
"For the 2nd time in less than 2 months, I've had packages stolen because drivers refuse to follow directions to leave in lockbox. This time they lied about delivering to an unoccupied closed office,  where a non existent person supposedly signed for it. Amazon replaces, but it was something I needed TODAY.",1.0,881,1,0,0
User friendly; hassle free.,5.0,1104,1,0,0
Amazon is an amazing place to order from 🤩 I really like it!,4.0,728,1,0,0
Review text not found,1.0,1621,1,0,0
"Was a customer for years, bought hundreds of items. Only returned maybe 3 things out of hundreds. Started receiving household items on order every few months (subscribe and save). Did this since start of pandemic. This last month, I received 2 of the 3 items on order (after a year and a half of no complaints from me to Amazon). So, as anyone who is busy does, I disputed the charge for the not received 3rd  item with my credit card company. Never done this with Amazon before, but I did not have an hour or more to deal with their customer service and just wanted it resolved. Received email threatening they would no longer sell to me until I removed the dispute with my credit card company and paid for the item I didn't receive. Sorry Amazon.. But I deleted my account immediately, ordered a new credit card, etc.. and will never order on your site again. After years, and hundreds of orders.. Being forced to pay for something I did not receive will NEVER happen. Keep doing this to people and pretty soon your customer base will dissipate. Good luck with that!",2.0,1045,1,0,0
"It's crazy how much stuff I buy from Amazon to run my business. I honestly couldn't operate without it, especially due to prime. I can't tell you how many times I've run out of something but been able to keep going as I could get some more of that item the next day.",5.0,1654,1,0,0
I wish that Amazon get more involved in cars parts...Thank you,5.0,1127,1,0,0
After buying tablet through Amazon from a firm called dracotek it was absolutely rubbish. Wouldn't charge after 6 months. Got in touch with Draco they said send it back to China; which I did. Got a replacement which was just as bad. Told send that one back and both postage be refunded. Draco ignored emails got in touch with Amazon all got off them after 30 days they cant do anything. Who gives 30 day guarantee. Disgraceful easy way to say its your problem. As Draco is in china not a lot I can do. It was an Xmas present for a 9 year old in the end got him one from proper electrical store which we.ve had no problems with.I still shop with Amazon but never buy electrical goods and if buying something make sure its in England. Any problems Amazon will leave you high and dry.,1.0,1077,1,0,0
"usps destroyed my package containing 2 orders & tracking says damaged in transit & returning to sender (having never made it remotely to my side of the country). Amazon ""foreigner"" reps REFUSE to refund, nevermind replace or offer ANY type of compensation. Doing what i promised tomorrow...opening a dispute w/my bank for a chargeback. ONLY way to get money for undelivered items!!!",1.0,2,0,0,1
"What an overpriced and overrated website! Just interested in pushing you to become a prime member, no concern about customer experience.",1.0,143,1,0,0
"I ordered a book with Prime, fast ship as always. Best shopping online.",5.0,633,1,0,0
